,task_ID,instruction,step_idx,observation_url,action,IP,E,TC,TR,C
13,676_1,Lookup orders that are suspected of being fraudulent,14,https://pic.imgdb.cn/item/67113075d29ded1a8c6db4d7.png,click [3006]link 'View',0.0,0.0,0.0,0.0,0.0
14,676_1,Lookup orders that are suspected of being fraudulent,15,https://pic.imgdb.cn/item/67113075d29ded1a8c6db4fd.png,click [3006]link 'View',0.0,0.0,0.0,0.0,0.0
15,676_1,Lookup orders that are suspected of being fraudulent,16,https://pic.imgdb.cn/item/67113075d29ded1a8c6db561.png,click [3006]link 'View',0.0,0.0,0.0,0.0,0.0
0,543_1,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,1,https://pic.imgdb.cn/item/67113075d29ded1a8c6db5bd.png,click [83]link '\ue608 CATALOG',0.0,0.0,0.0,0.0,0.0
1,543_1,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,2,https://pic.imgdb.cn/item/67113075d29ded1a8c6db60f.png,click [199]link 'Products',0.0,0.0,0.0,0.0,0.0
2,543_1,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,3,https://pic.imgdb.cn/item/67113076d29ded1a8c6db676.png,type [1906] [Bella Tank] [1],0.0,0.0,0.0,0.0,0.0
3,543_1,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,4,https://pic.imgdb.cn/item/67113076d29ded1a8c6db6c0.png,type [1906] [Bella Tank] [1],0.0,0.0,0.0,0.0,0.0
4,543_1,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,5,https://pic.imgdb.cn/item/67113076d29ded1a8c6db71f.png,scroll [down],0.0,0.0,0.0,0.0,0.0
5,543_1,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,6,https://pic.imgdb.cn/item/67113076d29ded1a8c6db74b.png,stop [N/A],0.0,0.0,0.0,0.0,0.0
0,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",1,https://pic.imgdb.cn/item/67113077d29ded1a8c6db7a0.png,click [83]link '\ue608 CATALOG',0.0,0.0,0.0,0.0,0.0
1,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",2,https://pic.imgdb.cn/item/67113077d29ded1a8c6db800.png,click [199]link 'Products',0.0,0.0,0.0,0.0,0.0
2,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",3,https://pic.imgdb.cn/item/67113077d29ded1a8c6db86a.png,click [2387]link 'Edit Supernova Sport Pant',0.0,0.0,0.0,0.0,0.0
3,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",4,https://pic.imgdb.cn/item/67113077d29ded1a8c6db8d3.png,scroll [down],0.0,0.0,0.0,0.0,0.0
4,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",5,https://pic.imgdb.cn/item/67113078d29ded1a8c6db912.png,click [17389]link '\ue608 CATALOG',0.0,0.0,0.0,0.0,0.0
5,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",6,https://pic.imgdb.cn/item/67113078d29ded1a8c6db976.png,click [17389]link '\ue608 CATALOG' focused: True,0.0,0.0,0.0,0.0,0.0
6,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",7,https://pic.imgdb.cn/item/67113078d29ded1a8c6db9d8.png,click [17465]link 'Magento Admin Panel',0.0,0.0,0.0,0.0,0.0
7,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",8,https://pic.imgdb.cn/item/6711306fd29ded1a8c6dac86.png,click [18813]link '\ue608 CATALOG',0.0,0.0,0.0,0.0,0.0
8,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",9,https://pic.imgdb.cn/item/67113078d29ded1a8c6dba89.png,click [19031]link 'Products',0.0,0.0,0.0,0.0,0.0
9,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",10,https://pic.imgdb.cn/item/67113079d29ded1a8c6dbae4.png,click [19916]link '\ue608 CATALOG',0.0,0.0,0.0,0.0,0.0
10,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",11,https://pic.imgdb.cn/item/67113079d29ded1a8c6dbb39.png,type [20643] [disappointed] [1],0.0,0.0,0.0,0.0,0.0
11,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",12,https://pic.imgdb.cn/item/67113079d29ded1a8c6dbb39.png,scroll [down],0.0,0.0,0.0,0.0,0.0
12,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",13,https://pic.imgdb.cn/item/67113079d29ded1a8c6dbb39.png,click [19922]link '\ue609 MARKETING',0.0,0.0,0.0,0.0,0.0
13,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",14,https://pic.imgdb.cn/item/67113079d29ded1a8c6dbc3a.png,click [20153]link 'All Reviews',0.0,0.0,0.0,0.0,0.0
14,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",15,https://pic.imgdb.cn/item/6711307ad29ded1a8c6dbc9a.png,note [Hannah Lim: I was really disappointed with the Circe Hooded...],0.0,0.0,0.0,0.0,0.0
15,11_1,"Tell me the the number of reviews that our store received by far that mention term ""disappointed""",16,https://pic.imgdb.cn/item/6711307ad29ded1a8c6dbc9a.png,note [Emma: I was really disappointed with the Olivia 1/4 Z...],0.0,0.0,0.0,0.0,0.0
0,346_1,How many reviews our shop received during 2022?,1,https://pic.imgdb.cn/item/6711307ad29ded1a8c6dbd5c.png,click [95]link '\ue60a REPORTS',0.0,0.0,0.0,0.0,0.0
1,346_1,How many reviews our shop received during 2022?,2,https://pic.imgdb.cn/item/6711307bd29ded1a8c6dbda4.png,click [422]link 'By Customers',0.0,0.0,0.0,0.0,0.0
2,346_1,How many reviews our shop received during 2022?,3,https://pic.imgdb.cn/item/6711307bd29ded1a8c6dbdde.png,click [1949]button 'Search',0.0,0.0,0.0,0.0,0.0
3,346_1,How many reviews our shop received during 2022?,4,https://pic.imgdb.cn/item/6711307bd29ded1a8c6dbdde.png,click [2844]button 'Search',0.0,0.0,0.0,0.0,0.0
4,346_1,How many reviews our shop received during 2022?,5,https://pic.imgdb.cn/item/6711307bd29ded1a8c6dbdde.png,click [3639]button 'Search',0.0,0.0,0.0,0.0,0.0
5,346_1,How many reviews our shop received during 2022?,6,https://pic.imgdb.cn/item/6711307bd29ded1a8c6dbdde.png,click [4670]columnheader '↑ Reviews' required: False,0.0,0.0,0.0,0.0,0.0
6,346_1,How many reviews our shop received during 2022?,7,https://pic.imgdb.cn/item/6711307cd29ded1a8c6dbf07.png,click [5429]button 'Search',0.0,0.0,0.0,0.0,0.0
7,346_1,How many reviews our shop received during 2022?,8,https://pic.imgdb.cn/item/6711307cd29ded1a8c6dbf07.png,click [6324]button 'Search',0.0,0.0,0.0,0.0,0.0
8,346_1,How many reviews our shop received during 2022?,9,https://pic.imgdb.cn/item/6711307cd29ded1a8c6dbf07.png,click [7219]button 'Search',0.0,0.0,0.0,0.0,0.0
9,346_1,How many reviews our shop received during 2022?,10,https://pic.imgdb.cn/item/6711307cd29ded1a8c6dbf07.png,click [8114]button 'Search',0.0,0.0,0.0,0.0,0.0
10,346_1,How many reviews our shop received during 2022?,11,https://pic.imgdb.cn/item/6711307cd29ded1a8c6dbf07.png,click [9010]button 'Reset Filter',0.0,0.0,0.0,0.0,0.0
11,346_1,How many reviews our shop received during 2022?,12,https://pic.imgdb.cn/item/6711307cd29ded1a8c6dbf07.png,click [9983]button 'Search',0.0,0.0,0.0,0.0,0.0
12,346_1,How many reviews our shop received during 2022?,13,https://pic.imgdb.cn/item/6711307cd29ded1a8c6dbf07.png,click [10778]button 'Search',0.0,0.0,0.0,0.0,0.0
13,346_1,How many reviews our shop received during 2022?,14,https://pic.imgdb.cn/item/6711307cd29ded1a8c6dbf07.png,click [11673]button 'Search',0.0,0.0,0.0,0.0,0.0
14,346_1,How many reviews our shop received during 2022?,15,https://pic.imgdb.cn/item/6711307cd29ded1a8c6dbf07.png,click [12568]button 'Search',0.0,0.0,0.0,0.0,0.0
15,346_1,How many reviews our shop received during 2022?,16,https://pic.imgdb.cn/item/6711307cd29ded1a8c6dbf07.png,click [13463]button 'Search',0.0,0.0,0.0,0.0,0.0
0,95_1,Telll me the grand total of invoice 000000002.,1,https://pic.imgdb.cn/item/6711307fd29ded1a8c6dc201.png,click [80]link '\ue60b SALES',1.0,0.3333333333333333,0.3333333333333333,1.0,1.0
1,95_1,Telll me the grand total of invoice 000000002.,2,https://pic.imgdb.cn/item/6711307fd29ded1a8c6dc22f.png,click [163]link 'Invoices',1.0,0.3333333333333333,0.3333333333333333,1.0,1.0
2,95_1,Telll me the grand total of invoice 000000002.,3,https://pic.imgdb.cn/item/6711307fd29ded1a8c6dc25d.png,stop [$39.64],1.0,0.3333333333333333,0.3333333333333332,1.0,1.0
0,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,1,https://pic.imgdb.cn/item/6711307fd29ded1a8c6dc28d.png,click [83]link '\ue608 CATALOG',0.0,0.0,0.0,0.0,0.0
1,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,2,https://pic.imgdb.cn/item/6711307fd29ded1a8c6dc2d0.png,click [199]link 'Products',0.0,0.0,0.0,0.0,0.0
2,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,3,https://pic.imgdb.cn/item/67113080d29ded1a8c6dc311.png,click [3004]button 'Clear all',0.0,0.0,0.0,0.0,0.0
3,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,4,https://pic.imgdb.cn/item/67113080d29ded1a8c6dc36a.png,type [1904] [blue running tshirt] [1],0.0,0.0,0.0,0.0,0.0
4,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,5,https://pic.imgdb.cn/item/67113080d29ded1a8c6dc3b0.png,click [14624]button 'Clear all',0.0,0.0,0.0,0.0,0.0
5,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,6,https://pic.imgdb.cn/item/67113080d29ded1a8c6dc41b.png,"click [16182]gridcell 'Catalog, Search' required: False",0.0,0.0,0.0,0.0,0.0
6,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,7,https://pic.imgdb.cn/item/67113080d29ded1a8c6dc442.png,click [26029]link '\ue608 CATALOG',0.0,0.0,0.0,0.0,0.0
7,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,8,https://pic.imgdb.cn/item/67113081d29ded1a8c6dc492.png,click [26117]link 'Products',0.0,0.0,0.0,0.0,0.0
8,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,9,https://pic.imgdb.cn/item/67113080d29ded1a8c6dc36a.png,type [29454] [blue running tshirt] [1],0.0,0.0,0.0,0.0,0.0
9,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,10,https://pic.imgdb.cn/item/67113080d29ded1a8c6dc3b0.png,click [42117]button 'Clear all',0.0,0.0,0.0,0.0,0.0
10,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,11,https://pic.imgdb.cn/item/67113080d29ded1a8c6dc36a.png,click [32275]button '\ue605Filters',0.0,0.0,0.0,0.0,0.0
11,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,12,https://pic.imgdb.cn/item/67113082d29ded1a8c6dc633.png,type [53553] [blue running tshirt] [1],0.0,0.0,0.0,0.0,0.0
12,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,13,https://pic.imgdb.cn/item/67113082d29ded1a8c6dc669.png,click [53674]button 'Clear all',0.0,0.0,0.0,0.0,0.0
13,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,14,https://pic.imgdb.cn/item/67113082d29ded1a8c6dc633.png,click [32275]button '\ue605Filters',0.0,0.0,0.0,0.0,0.0
14,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,15,https://pic.imgdb.cn/item/67113082d29ded1a8c6dc721.png,click [32275]button '\ue605Filters' focused: True,0.0,0.0,0.0,0.0,0.0
15,782_1,Increase the price of all blue running tshirts in extra small and small sizes by 23%,16,https://pic.imgdb.cn/item/67113082d29ded1a8c6dc633.png,type [65220] [blue running tshirt] [1],0.0,0.0,0.0,0.0,0.0
0,3_2,What are the top-2 best-selling product in 2022,1,https://pic.imgdb.cn/item/67113083d29ded1a8c6dc7d2.png,"stop [Sprite Stasis Ball 65 cm, Sprite Yoga Strap 6 foot]",0.0,0.0,0.0,0.0,0.0
0,187_2,Give me the SKU of the products that have 1-3 units left,1,https://pic.imgdb.cn/item/67113084d29ded1a8c6dc8fa.png,click [97]link '\ue608 CATALOG',0.0,0.0,0.0,0.0,0.0
1,187_2,Give me the SKU of the products that have 1-3 units left,2,https://pic.imgdb.cn/item/67113084d29ded1a8c6dc92f.png,scroll [down],0.0,0.0,0.0,0.0,0.0
2,187_2,Give me the SKU of the products that have 1-3 units left,3,https://pic.imgdb.cn/item/67113084d29ded1a8c6dc95f.png,scroll [down],0.0,0.0,0.0,0.0,0.0
3,187_2,Give me the SKU of the products that have 1-3 units left,4,https://pic.imgdb.cn/item/67113085d29ded1a8c6dc9c9.png,stop [N/A],0.0,0.0,0.0,0.0,0.0
0,460_1,Reduce the price of this product by 15%,1,https://pic.imgdb.cn/item/67113085d29ded1a8c6dca13.png,type [2450] [38.25] [0],0.0,0.0,0.0,0.0,0.0
1,460_1,Reduce the price of this product by 15%,2,https://pic.imgdb.cn/item/67113085d29ded1a8c6dca8d.png,click [507]button 'Save',0.0,0.0,0.0,0.0,0.0
2,460_1,Reduce the price of this product by 15%,3,https://pic.imgdb.cn/item/67113086d29ded1a8c6dcadf.png,stop [Completed],0.0,0.0,0.0,0.0,0.0
0,193_2,Get the total payment amount of the last 2 completed orders,1,https://pic.imgdb.cn/item/6711306dd29ded1a8c6da97e.png,stop [$194.40 + $190.00],0.0,0.0,0.0,0.0,0.0
0,790_1,Delete all negative reviews for Sybil running short,1,https://pic.imgdb.cn/item/6711307fd29ded1a8c6dc28d.png,stop [N/A],1.0,1.0,0.5,0.0,1.0
0,346_2,How many reviews our shop received during 2022?,1,https://pic.imgdb.cn/item/6711306dd29ded1a8c6da97e.png,click [95]link '\ue60a REPORTS',0.0,0.0,0.0,0.0,0.0
1,346_2,How many reviews our shop received during 2022?,2,https://pic.imgdb.cn/item/67113087d29ded1a8c6dcc90.png,click [418]StaticText 'Reviews',0.0,0.0,0.0,0.0,0.0
2,346_2,How many reviews our shop received during 2022?,3,https://pic.imgdb.cn/item/67113087d29ded1a8c6dcc90.png,click [425]link 'By Products',0.0,0.0,0.0,0.0,0.0
3,346_2,How many reviews our shop received during 2022?,4,https://pic.imgdb.cn/item/67113088d29ded1a8c6dcddb.png,click [1230]textbox 'From' required: False,0.0,0.0,0.0,0.0,0.0
4,346_2,How many reviews our shop received during 2022?,5,https://pic.imgdb.cn/item/67113088d29ded1a8c6dce9a.png,type [1230] [01/01/2022] [0],0.0,0.0,0.0,0.0,0.0
5,346_2,How many reviews our shop received during 2022?,6,https://pic.imgdb.cn/item/67113089d29ded1a8c6dcf1b.png,type [1232] [12/31/2022] [0],0.0,0.0,0.0,0.0,0.0
6,346_2,How many reviews our shop received during 2022?,7,https://pic.imgdb.cn/item/67113089d29ded1a8c6dcfa0.png,stop [127],0.0,0.0,0.0,0.0,0.0
0,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,1,https://pic.imgdb.cn/item/67113089d29ded1a8c6dcfec.png,click [83]link '\ue608 CATALOG',0.0,0.0,0.0,0.0,0.0
1,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,2,https://pic.imgdb.cn/item/6711308ad29ded1a8c6dd03f.png,click [199]link 'Products',0.0,0.0,0.0,0.0,0.0
2,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,3,https://pic.imgdb.cn/item/6711308ad29ded1a8c6dd0a3.png,type [1906] [Bella Tank] [1],0.0,0.0,0.0,0.0,0.0
3,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,4,https://pic.imgdb.cn/item/6711308ad29ded1a8c6dd0e3.png,click [3258]StaticText 'Selene yoga hoodieBella TankBellBella TankBella TankBella TankBella TankBella Tanka Tank',0.0,0.0,0.0,0.0,0.0
4,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,5,https://pic.imgdb.cn/item/6711308ad29ded1a8c6dd124.png,click [3258]StaticText 'Selene yoga hoodieBella TankBellBella TankBella TankBella TankBella TankBella Tanka Tank',0.0,0.0,0.0,0.0,0.0
5,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,6,https://pic.imgdb.cn/item/6711308ad29ded1a8c6dd124.png,type [1906] [Bella Tank] [1],0.0,0.0,0.0,0.0,0.0
6,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,7,https://pic.imgdb.cn/item/6711308bd29ded1a8c6dd1ef.png,click [2959]button 'Clear all',0.0,0.0,0.0,0.0,0.0
7,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,8,https://pic.imgdb.cn/item/6711308bd29ded1a8c6dd280.png,scroll [down],0.0,0.0,0.0,0.0,0.0
8,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,9,https://pic.imgdb.cn/item/6711308cd29ded1a8c6dd2cb.png,scroll [down],0.0,0.0,0.0,0.0,0.0
9,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,10,https://pic.imgdb.cn/item/6711308cd29ded1a8c6dd310.png,scroll [down],0.0,0.0,0.0,0.0,0.0
10,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,11,https://pic.imgdb.cn/item/6711308cd29ded1a8c6dd361.png,scroll [down],0.0,0.0,0.0,0.0,0.0
11,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,12,https://pic.imgdb.cn/item/6711308cd29ded1a8c6dd3c0.png,type [14673] [Bella Tank] [1],0.0,0.0,0.0,0.0,0.0
12,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,13,https://pic.imgdb.cn/item/6711308dd29ded1a8c6dd409.png,type [1906] [Bella Tank] [1],0.0,0.0,0.0,0.0,0.0
13,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,14,https://pic.imgdb.cn/item/6711308dd29ded1a8c6dd471.png,click [8096]link 'Edit Bella Tank',0.0,0.0,0.0,0.0,0.0
14,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,15,https://pic.imgdb.cn/item/6711308dd29ded1a8c6dd4b8.png,scroll [down],0.0,0.0,0.0,0.0,0.0
15,543_2,Update the product description of Bella Tank to highlight the real user positive reviews by quoting the comments,16,https://pic.imgdb.cn/item/6711308dd29ded1a8c6dd512.png,scroll [down],0.0,0.0,0.0,0.0,0.0
0,184_1,Give me the name of the products that have 0 units left,1,https://pic.imgdb.cn/item/6711306dd29ded1a8c6da97e.png,stop [N/A],0.0,0.0,0.0,0.0,0.0
0,0_1,What is the top-1 best-selling product in 2022,1,https://pic.imgdb.cn/item/6711308ed29ded1a8c6dd5e7.png,stop [Sprite Yoga Strap 6 foot],0.0,0.0,0.0,0.0,0.0
0,500_1,Update order #301 with the DHL tracking number 239028439840,1,https://pic.imgdb.cn/item/6711308ed29ded1a8c6dd627.png,click [80]link '\ue60b SALES',0.0,0.0,0.0,0.0,0.0
1,500_1,Update order #301 with the DHL tracking number 239028439840,2,https://pic.imgdb.cn/item/6711308ed29ded1a8c6dd6aa.png,click [160]link 'Orders',0.0,0.0,0.0,0.0,0.0
2,500_1,Update order #301 with the DHL tracking number 239028439840,3,https://pic.imgdb.cn/item/6711308fd29ded1a8c6dd716.png,type [1886] [301] [1],0.0,0.0,0.0,0.0,0.0
3,500_1,Update order #301 with the DHL tracking number 239028439840,4,https://pic.imgdb.cn/item/6711308fd29ded1a8c6dd778.png,click [3125]link 'View',0.0,0.0,0.0,0.0,0.0
4,500_1,Update order #301 with the DHL tracking number 239028439840,5,https://pic.imgdb.cn/item/6711308fd29ded1a8c6dd7ea.png,click [3125]link 'View',0.0,0.0,0.0,0.0,0.0
5,500_1,Update order #301 with the DHL tracking number 239028439840,6,https://pic.imgdb.cn/item/67113090d29ded1a8c6dd87c.png,click [3125]link 'View',0.0,0.0,0.0,0.0,0.0
6,500_1,Update order #301 with the DHL tracking number 239028439840,7,https://pic.imgdb.cn/item/67113090d29ded1a8c6dd8d2.png,type [1886] [301] [1],0.0,0.0,0.0,0.0,0.0
7,500_1,Update order #301 with the DHL tracking number 239028439840,8,https://pic.imgdb.cn/item/67113090d29ded1a8c6dd951.png,type [1886] [301] [1],0.0,0.0,0.0,0.0,0.0
8,500_1,Update order #301 with the DHL tracking number 239028439840,9,https://pic.imgdb.cn/item/67113090d29ded1a8c6dd997.png,type [1886] [301] [1],0.0,0.0,0.0,0.0,0.0
9,500_1,Update order #301 with the DHL tracking number 239028439840,10,https://pic.imgdb.cn/item/67113091d29ded1a8c6dd9f6.png,type [1886] [301] [1],0.0,0.0,0.0,0.0,0.0
10,500_1,Update order #301 with the DHL tracking number 239028439840,11,https://pic.imgdb.cn/item/67113091d29ded1a8c6dda82.png,type [1886] [301] [1],0.0,0.0,0.0,0.0,0.0
11,500_1,Update order #301 with the DHL tracking number 239028439840,12,https://pic.imgdb.cn/item/67113091d29ded1a8c6ddadb.png,click [3328]link 'View',0.0,0.0,0.0,0.0,0.0
12,500_1,Update order #301 with the DHL tracking number 239028439840,13,https://pic.imgdb.cn/item/67113091d29ded1a8c6ddb2f.png,type [1886] [301] [1],0.0,0.0,0.0,0.0,0.0
13,500_1,Update order #301 with the DHL tracking number 239028439840,14,https://pic.imgdb.cn/item/67113092d29ded1a8c6ddb7d.png,type [1886] [301] [1],0.0,0.0,0.0,0.0,0.0
14,500_1,Update order #301 with the DHL tracking number 239028439840,15,https://pic.imgdb.cn/item/67113092d29ded1a8c6ddbed.png,click [3328]link 'View',0.0,0.0,0.0,0.0,0.0
15,500_1,Update order #301 with the DHL tracking number 239028439840,16,https://pic.imgdb.cn/item/67113092d29ded1a8c6ddc43.png,type [1886] [301] [1],0.0,0.0,0.0,0.0,0.0
